artist_mbid,artist_name,mbid,album_mbid,album_name,song_name,song_url,dt_listen
5466b02a-4465-4e87-b372-584cd5f97bff,Our Last Night,1d970e4c-b84e-49e6-812e-4eec75f6d5b4,6f5d19e0-35be-45fe-9153-9e597fe17480,1-800-273-8255,1-800-273-8255,https://www.last.fm/music/Our+Last+Night/_/1-800-273-8255,"20 Sep 2023, 13:36"
681b5ab2-b7dd-4dff-85e9-1e84503ad36a,Memphis May Fire,0bb73b46-42f6-4d7c-95ee-1ed043e40e13,7231fc60-0198-4931-8bfc-bb06ce6cdf96,Challenger,Without Walls,https://www.last.fm/music/Memphis+May+Fire/_/Without+Walls,"20 Sep 2023, 13:35"
b698adb4-9805-4766-be66-623415b580d7,HAARPER,,,GOJIRA,GOJIRA,https://www.last.fm/music/HAARPER/_/GOJIRA,"20 Sep 2023, 13:32"
b698adb4-9805-4766-be66-623415b580d7,HAARPER,,,GOJIRA,GOJIRA,https://www.last.fm/music/HAARPER/_/GOJIRA,"20 Sep 2023, 13:30"
66a8e3d1-3c6a-4133-84f3-4ca4152ce93d,Paris Shadows,,,ONE NIGHT IN PARIS,OVER,https://www.last.fm/music/Paris+Shadows/_/OVER,"20 Sep 2023, 13:28"
b7e442b4-30cd-4bd2-9238-032e74f7807d,Currents,290d16c6-e9da-4e42-aea5-ddb648baf4cc,8baa85d8-c203-4797-948b-ee28efef34f9,The Way It Ends,Let Me Leave,https://www.last.fm/music/Currents/_/Let+Me+Leave,"20 Sep 2023, 13:25"
5d133ee9-5ef8-43dc-ba68-39459bfb3355,Besomorph,,,Back from the Dead,Back from the Dead,https://www.last.fm/music/Besomorph/_/Back+from+the+Dead,"20 Sep 2023, 13:23"
5660a8c7-d0d9-4181-89b4-8e125328e31e,NF,0fe2fc67-cc3e-4b52-b0d7-c25d042c64b8,3f0f1e9a-f262-45f1-829c-7955cda3b6b5,Mansion,Paralyzed,https://www.last.fm/music/NF/_/Paralyzed,"20 Sep 2023, 13:19"
5660a8c7-d0d9-4181-89b4-8e125328e31e,NF,3ccfa404-f1bb-41cd-a7b9-fc90ab011726,03bc250e-6dbf-4e31-a7bd-8db7bc90bfa1,The Search,When I Grow Up,https://www.last.fm/music/NF/_/When+I+Grow+Up,"20 Sep 2023, 13:15"
,Paul Bartolome,,,Monster,Monster,https://www.last.fm/music/Paul+Bartolome/_/Monster,"20 Sep 2023, 12:00"
,HÄWK,,,Mileage,Mileage,https://www.last.fm/music/H%C3%84WK/_/Mileage,"20 Sep 2023, 11:56"
,Bones,,,Scraps,Topaz,https://www.last.fm/music/Bones/_/Topaz,"20 Sep 2023, 11:55"
dcff6684-52a9-403e-932a-c6faeb7afb62,AP$ENT,,,Super Star,Super Star,https://www.last.fm/music/AP$ENT/_/Super+Star,"20 Sep 2023, 11:52"
